Title	Creator	Publisher	Date Original	Date is Approximate?	Description	Subject (LCSH)	Relation	Contributing Institution	Publisher Digital	Source	Listing Code	Resource Identifier	Format Original	Format Digital	Type	Digitization Specifications	Rights	Language	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Prelude to a Kiss												JW.312c_Violins		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/244	244	245.jpg	/ijcw/image/245.jpg
Prelude to a Kiss												JW.312d_Vocal Group		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/245	245	246.jpg	/ijcw/image/246.jpg
Prelude to a Kiss												JW.312e_Piano		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/246	246	247.jpg	/ijcw/image/247.jpg
Prelude to a Kiss												JW.312f_Piano2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/247	247	248.jpg	/ijcw/image/248.jpg
Prelude to a Kiss												JW.312g_Bass		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/248	248	249.jpg	/ijcw/image/249.jpg
Prelude to a Kiss												JW.312h_Conductor		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/249	249	250.jpg	/ijcw/image/250.jpg
Prelude to a Kiss												JW.312i_Conductor2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/250	250	251.jpg	/ijcw/image/251.jpg
Prelude to a Kiss	Hunter, Frank		1940	y	1 Score (19 p.) + ? Parts; includes vocals	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 23, Folder 312	IJC005	JW.312	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/251	251	252.cpd	/ijcw/image/252.cpd
That's What Friends												JW.324a_Piano		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/252	252	253.jpg	/ijcw/image/253.jpg
That's What Friends												JW.324b_Bass		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/253	253	254.jpg	/ijcw/image/254.jpg
That's What Friends												JW.324c_Guitar		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/254	254	255.jpg	/ijcw/image/255.jpg
That's What Friends												JW.324d_Drums		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/255	255	256.jpg	/ijcw/image/256.jpg
That's What Friends			1940	y	2 copies; 1 Score (7 p.) + 4 parts; 1 Score (4 p.) + 2 parts	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 24, Folder 324	IJC005	JW.324	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/256	256	257.cpd	/ijcw/image/257.cpd
S' Wonderful												JW.445a_Violins A-B		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/257	257	258.jpg	/ijcw/image/258.jpg
S' Wonderful												JW.445b_Violins C-D		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/258	258	259.jpg	/ijcw/image/259.jpg
S' Wonderful												JW.445c_Violins E-F		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/259	259	260.jpg	/ijcw/image/260.jpg
S' Wonderful												JW.445d_Viola		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/260	260	261.jpg	/ijcw/image/261.jpg
S' Wonderful												JW.445e_Cello		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/261	261	262.jpg	/ijcw/image/262.jpg
S' Wonderful												JW.445f_Piano 1		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/262	262	263.jpg	/ijcw/image/263.jpg
S' Wonderful												JW.445g_Piano 2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/263	263	264.jpg	/ijcw/image/264.jpg
S' Wonderful												JW.445h_Piano 3		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/264	264	265.jpg	/ijcw/image/265.jpg
S' Wonderful	Larkins, E.		1940	y	2 copies; 1 Score (13 p.) + 11 Parts; 1 Score (5 p.) + 10 Parts	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 32, Folder 445	IJC005	JW.445	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/265	265	266.cpd	/ijcw/image/266.cpd
They Can't Take That Away from Me												JW.327a_Alto		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/266	266	267.jpg	/ijcw/image/267.jpg
They Can't Take That Away from Me												JW.327b_Tenor		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/267	267	268.jpg	/ijcw/image/268.jpg
They Can't Take That Away from Me												JW.327c_Baritone		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/268	268	269.jpg	/ijcw/image/269.jpg
They Can't Take That Away from Me												JW.327d_Trombone		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/269	269	270.jpg	/ijcw/image/270.jpg
They Can't Take That Away from Me												JW.327e_Trumpet		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/270	270	271.jpg	/ijcw/image/271.jpg
They Can't Take That Away from Me												JW.327f_Guitar		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/271	271	272.jpg	/ijcw/image/272.jpg
They Can't Take That Away from Me												JW.327g_Piano		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/272	272	273.jpg	/ijcw/image/273.jpg
They Can't Take That Away from Me												JW.327h-Bass		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/273	273	274.jpg	/ijcw/image/274.jpg
They Can't Take That Away from Me												JW.327i_Drums		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/274	274	275.jpg	/ijcw/image/275.jpg
They Can't Take That Away from Me	Smith, Lonnie L.		1940	y	2 copies; 1 score (10 p.) + 9 parts, with vocals; 1 score (2 p.) 2 parts	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 24, Folder 327	IJC005	JW.327	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/275	275	276.cpd	/ijcw/image/276.cpd
Ask Anybody												JW.376a_Bass		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/276	276	277.jpg	/ijcw/image/277.jpg
Ask Anybody												JW.376b_Bass2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/277	277	278.jpg	/ijcw/image/278.jpg
Ask Anybody												JW.376c_Piano		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/278	278	279.jpg	/ijcw/image/279.jpg
Ask Anybody												JW.376d_Piano2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/279	279	280.jpg	/ijcw/image/280.jpg
Ask Anybody	Pleis, Jack		1940	y	1 Score (7 p.) + 2 parts	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 28, Folder 376	IJC005	JW.376	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/280	280	281.cpd	/ijcw/image/281.cpd
Here's That Rainy Day												JW.409a_Vocal		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/281	281	282.jpg	/ijcw/image/282.jpg
Here's That Rainy Day												JW.409b_Piano		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/282	282	283.jpg	/ijcw/image/283.jpg
Here's That Rainy Day												JW.409c_Piano 2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/283	283	284.jpg	/ijcw/image/284.jpg
Here's That Rainy Day												JW.409d_Fender		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/284	284	285.jpg	/ijcw/image/285.jpg
Here's That Rainy Day												JW.409e_Fender 2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/285	285	286.jpg	/ijcw/image/286.jpg
Here's That Rainy Day												JW.409f_Guitar1		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/286	286	287.jpg	/ijcw/image/287.jpg
Here's That Rainy Day												JW.409g_Guitar1 2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/287	287	288.jpg	/ijcw/image/288.jpg
Here's That Rainy Day												JW.409h_Guitar2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/288	288	289.jpg	/ijcw/image/289.jpg
Here's That Rainy Day												JW.409i_Guitar2 2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/289	289	290.jpg	/ijcw/image/290.jpg
Here's That Rainy Day												JW.409j_Guitar		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/290	290	291.jpg	/ijcw/image/291.jpg
Here's That Rainy Day												JW.409k_Guitar 2		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/291	291	292.jpg	/ijcw/image/292.jpg
Here's That Rainy Day												JW.409l_Drums		image/jpg							2009-08-27	2009-08-27	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/292	292	293.jpg	/ijcw/image/293.jpg
Here's That Rainy Day	Ott, Horace		1940	y	1 Score (19 p.) + 7 parts; includes vocals	Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;	Joe Williams Collection	International Jazz Collections	University of Idaho Library	MG 005, Container 30, Folder 409	IJC005	JW.409	Arrangement	image/jpg	Image;StillImage	400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF	Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	English			2014-04-17	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/293	293	294.cpd	/ijcw/image/294.cpd
